Rk,Team,Date,TD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C
615,PIT,2022-01-16,2,Sun,1,19,@,KAN,L 21-42,29,44,15,65.9,201,2,0,4.5,0.0,92.5,2,14,4.35,4.6,4.37,5.48,5.24,6.9
616,NWE,2022-01-15,2,Sat,1,19,@,BUF,L 17-47,24,38,14,63.2,216,2,2,5.3,5.3,75.8,3,16,7.32,5.7,5.27,4.37,4.05,9.0
617,CAR,2022-01-09,2,Sun,17,18,@,TAM,L 17-41,29,43,14,67.4,207,2,1,4.7,2.3,85.3,2,12,4.44,4.8,4.60,4.70,4.49,7.1
618,SFO,2022-01-09,2,Sun,17,18,@,LAR,W 27-24 (OT),24,33,9,72.7,314,2,2,6.1,6.1,100.6,3,26,8.33,9.5,8.72,8.00,7.33,13.1
619,KAN,2022-01-08,2,Sat,17,18,@,DEN,W 28-24,27,44,17,61.4,255,2,0,4.5,0.0,93.9,1,15,2.22,5.8,5.67,6.70,6.56,9.4
620,CLE,2022-01-03,2,Mon,16,17,@,PIT,L 14-26,16,38,22,42.1,139,2,2,5.3,5.3,53.1,9,46,19.15,3.7,2.96,2.34,1.89,8.7
621,LAR,2022-01-02,2,Sun,16,17,@,BAL,W 20-19,26,35,9,74.3,300,2,2,5.7,5.7,96.0,1,9,2.78,8.6,8.33,7.14,6.94,11.5
622,ARI,2022-01-02,2,Sun,16,17,@,DAL,W 25-22,27,39,12,69.2,272,2,0,5.1,0.0,107.4,1,14,2.50,7.0,6.80,8.00,7.80,10.1
623,KAN,2022-01-02,2,Sun,16,17,@,CIN,L 31-34,26,35,9,74.3,259,2,0,5.7,0.0,113.9,0,0,0.00,7.4,7.40,8.54,8.54,10.0
624,DET,2022-01-02,2,Sun,16,17,@,SEA,L 29-51,22,37,15,59.5,262,2,3,5.4,8.1,65.4,0,0,0.00,7.1,7.08,4.51,4.51,11.9
625,BAL,2021-12-26,2,Sun,15,16,@,CIN,L 21-41,28,40,12,70.0,295,2,1,5.0,2.5,98.3,1,9,2.44,7.4,7.20,7.25,7.07,10.5
626,WAS,2021-12-26,2,Sun,15,16,@,DAL,L 14-56,15,32,17,46.9,172,2,2,6.3,6.3,60.4,5,16,13.51,5.4,4.65,3.81,3.30,11.5
627,CLE,2021-12-25,2,Sat,15,16,@,GNB,L 22-24,21,36,15,58.3,189,2,4,5.6,11.1,55.3,5,33,12.20,5.3,4.61,1.36,1.20,9.0
628,IND,2021-12-25,2,Sat,15,16,@,ARI,W 22-16,18,28,10,64.3,220,2,0,7.1,0.0,112.9,2,5,6.67,7.9,7.33,9.29,8.67,12.2
629,MIN,2021-12-20,2,Mon,14,15,@,CHI,W 17-9,12,24,12,50.0,61,2,1,8.3,4.2,69.3,4,26,14.29,2.5,2.18,2.33,2.00,5.1
630,HOU,2021-12-19,2,Sun,14,15,@,JAX,W 30-16,19,30,11,63.3,206,2,1,6.7,3.3,92.2,1,3,3.23,6.9,6.65,6.70,6.48,10.8
631,NWE,2021-12-18,2,Sat,14,15,@,IND,L 17-27,26,45,19,57.8,284,2,2,4.4,4.4,74.2,1,15,2.17,6.3,6.17,5.20,5.09,10.9
632,SEA,2021-12-12,2,Sun,13,14,@,HOU,W 33-13,17,28,11,60.7,260,2,0,7.1,0.0,115.2,0,0,0.00,9.3,9.29,10.71,10.71,15.3
633,CHI,2021-12-12,2,Sun,13,14,@,GNB,L 30-45,18,33,15,54.5,210,2,2,6.1,6.1,70.8,2,14,5.71,6.4,6.00,4.85,4.57,11.7
634,NYG,2021-12-12,2,Sun,13,14,@,LAC,L 21-37,17,37,20,45.9,181,2,1,5.4,2.7,68.6,2,10,5.13,4.9,4.64,4.76,4.51,10.6
635,BUF,2021-12-12,2,Sun,13,14,@,TAM,L 27-33 (OT),36,54,18,66.7,293,2,1,3.7,1.9,86.0,3,15,5.26,5.4,5.14,5.33,5.05,8.1
636,SFO,2021-12-12,2,Sun,13,14,@,CIN,W 26-23 (OT),27,41,14,65.9,255,2,0,4.9,0.0,103.3,5,41,10.87,6.2,5.54,7.20,6.41,9.4
637,MIN,2021-12-05,2,Sun,12,13,@,DET,L 27-29,30,41,11,73.2,326,2,0,4.9,0.0,113.9,3,14,6.82,8.0,7.41,8.93,8.32,10.9
638,ARI,2021-12-05,2,Sun,12,13,@,CHI,W 33-22,11,15,4,73.3,120,2,0,13.3,0.0,136.9,1,3,6.25,8.0,7.50,10.67,10.00,10.9
639,WAS,2021-12-05,2,Sun,12,13,@,LVR,W 17-15,23,30,7,76.7,186,2,1,6.7,3.3,101.5,1,10,3.23,6.2,6.00,6.03,5.84,8.1
640,PHI,2021-12-05,2,Sun,13,13,@,NYJ,W 33-18,20,25,5,80.0,233,2,0,8.0,0.0,133.7,2,9,7.41,9.3,8.63,10.92,10.11,11.7
641,SFO,2021-12-05,2,Sun,12,13,@,SEA,L 23-30,20,30,10,66.7,294,2,2,6.7,6.7,93.6,1,5,3.23,9.8,9.48,8.13,7.87,14.7
642,SEA,2021-11-29,2,Mon,11,12,@,WAS,L 15-17,20,31,11,64.5,233,2,0,6.5,0.0,110.6,2,14,6.06,7.5,7.06,8.81,8.27,11.7
643,LAC,2021-11-28,2,Sun,11,12,@,DEN,L 13-28,28,44,16,63.6,285,2,2,4.5,4.5,80.0,3,18,6.38,6.5,6.06,5.34,5.00,10.2
644,MIN,2021-11-28,2,Sun,11,12,@,SFO,L 26-34,21,33,12,63.6,256,2,1,6.1,3.0,95.8,1,6,2.94,7.8,7.53,7.61,7.38,12.2
645,ARI,2021-11-21,2,Sun,11,11,@,SEA,W 23-13,35,44,9,79.5,318,2,0,4.5,0.0,112.9,2,10,4.35,7.2,6.91,8.14,7.78,9.1
646,MIA,2021-11-21,2,Sun,11,11,@,NYJ,W 24-17,27,34,7,79.4,273,2,1,5.9,2.9,107.5,0,0,0.00,8.0,8.03,7.88,7.88,10.1
647,SFO,2021-11-21,2,Sun,10,11,@,JAX,W 30-10,16,22,6,72.7,162,2,0,9.1,0.0,126.3,2,14,8.33,7.4,6.75,9.18,8.42,10.1
648,MIN,2021-11-14,2,Sun,9,10,@,LAC,W 27-20,25,37,12,67.6,278,2,0,5.4,0.0,109.5,2,16,5.13,7.5,7.13,8.59,8.15,11.1
649,TAM,2021-11-14,2,Sun,9,10,@,WAS,L 19-29,23,34,11,67.6,220,2,2,5.9,5.9,80.5,0,0,0.00,6.5,6.47,5.00,5.00,9.6
650,BUF,2021-11-14,2,Sun,9,10,@,NYJ,W 45-17,21,28,7,75.0,350,2,1,7.1,3.6,125.6,2,16,6.67,12.5,11.67,12.32,11.50,16.7
651,NOR,2021-11-14,2,Sun,9,10,@,TEN,L 21-23,21,36,15,58.3,287,2,0,5.6,0.0,105.0,4,22,10.00,8.0,7.18,9.08,8.18,13.7
652,PHI,2021-11-14,2,Sun,10,10,@,DEN,W 30-13,16,23,7,69.6,170,2,1,8.7,4.3,103.2,2,8,8.00,7.4,6.80,7.17,6.60,10.6
653,LAC,2021-11-07,2,Sun,8,9,@,PHI,W 27-24,32,38,6,84.2,356,2,0,5.3,0.0,123.2,0,0,0.00,9.4,9.37,10.42,10.42,11.1
654,ATL,2021-11-07,2,Sun,8,9,@,NOR,W 27-25,23,30,7,76.7,332,2,0,6.7,0.0,135.8,2,11,6.25,11.1,10.38,12.40,11.63,14.4
655,MIN,2021-11-07,2,Sun,8,9,@,BAL,L 31-34 (OT),17,28,11,60.7,187,2,0,7.1,0.0,104.3,0,0,0.00,6.7,6.68,8.11,8.11,11.0
656,CLE,2021-11-07,2,Sun,9,9,@,CIN,W 41-16,14,21,7,66.7,208,2,0,9.5,0.0,132.6,2,10,8.70,9.9,9.04,11.81,10.78,14.9
657,NYG,2021-11-01,2,Mon,8,8,@,KAN,L 17-20,23,33,10,69.7,228,2,1,6.1,3.0,98.2,3,13,8.33,6.9,6.33,6.76,6.19,9.9
658,DAL,2021-10-31,2,Sun,7,8,@,MIN,W 20-16,25,41,16,61.0,341,2,1,4.9,2.4,95.6,3,19,6.82,8.3,7.75,8.20,7.64,13.6
659,GNB,2021-10-28,2,Thu,8,8,@,ARI,W 24-21,22,37,15,59.5,184,2,0,5.4,0.0,90.4,1,0,2.63,5.0,4.84,6.05,5.89,8.4
660,ATL,2021-10-24,2,Sun,6,7,@,MIA,W 30-28,25,40,15,62.5,325,2,1,5.0,2.5,95.4,1,11,2.44,8.1,7.93,8.00,7.80,13.0
661,IND,2021-10-24,2,Sun,7,7,@,SFO,W 30-18,17,26,9,65.4,147,2,0,7.7,0.0,106.2,1,3,3.70,5.7,5.44,7.19,6.93,8.6
662,PHI,2021-10-24,2,Sun,7,7,@,LVR,L 22-33,18,34,16,52.9,223,2,0,5.9,0.0,94.7,2,13,5.56,6.6,6.19,7.74,7.31,12.4
663,DEN,2021-10-21,2,Thu,7,7,@,CLE,L 14-17,23,33,10,69.7,182,2,1,6.1,3.0,91.4,2,5,5.71,5.5,5.20,5.36,5.06,7.9
664,GNB,2021-10-17,2,Sun,6,6,@,CHI,W 24-14,17,23,6,73.9,169,2,0,8.7,0.0,128.0,3,26,11.54,7.3,6.50,9.09,8.04,9.9
665,KAN,2021-10-17,2,Sun,6,6,@,WAS,W 31-13,32,47,15,68.1,390,2,2,4.3,4.3,90.5,3,7,6.00,8.3,7.80,7.23,6.80,12.2
666,LVR,2021-10-17,2,Sun,6,6,@,DEN,W 34-24,18,27,9,66.7,340,2,0,7.4,0.0,134.4,2,1,6.90,12.6,11.72,14.07,13.10,18.9
667,MIA,2021-10-17,2,Sun,6,6,@,JAX,L 20-23,34,48,14,70.8,354,2,1,4.2,2.1,97.0,0,0,0.00,7.4,7.38,7.27,7.27,10.4
668,TAM,2021-10-14,2,Thu,6,6,@,PHI,W 28-22,34,42,8,81.0,297,2,1,4.8,2.4,102.1,0,0,0.00,7.1,7.07,6.95,6.95,8.7
669,IND,2021-10-11,2,Mon,5,5,@,BAL,L 25-31 (OT),25,35,10,71.4,390,2,0,5.7,0.0,128.5,2,12,5.41,11.1,10.54,12.29,11.62,15.6
670,GNB,2021-10-10,2,Sun,5,5,@,CIN,W 25-22 (OT),27,39,12,69.2,333,2,1,5.1,2.6,102.9,2,11,4.88,8.5,8.12,8.41,8.00,12.3
671,DEN,2021-10-10,2,Sun,5,5,@,PIT,L 19-27,24,38,14,63.2,268,2,1,5.3,2.6,92.9,2,20,5.00,7.1,6.70,6.92,6.58,11.2
672,CLE,2021-10-10,2,Sun,5,5,@,LAC,L 42-47,23,32,9,71.9,301,2,0,6.3,0.0,122.5,1,4,3.03,9.4,9.12,10.66,10.33,13.1
673,MIA,2021-10-10,2,Sun,5,5,@,TAM,L 17-45,27,39,12,69.2,262,2,1,5.1,2.6,95.6,3,13,7.14,6.7,6.24,6.59,6.12,9.7
674,LVR,2021-10-04,2,Mon,4,4,@,LAC,L 14-28,21,34,13,61.8,165,2,1,5.9,2.9,84.9,4,31,10.53,4.9,4.34,4.71,4.21,7.9
675,CAR,2021-10-03,2,Sun,4,4,@,DAL,L 28-36,26,39,13,66.7,266,2,2,5.1,5.1,85.5,5,35,11.36,6.8,6.05,5.54,4.91,10.2
676,ARI,2021-10-03,2,Sun,4,4,@,LAR,W 37-20,24,32,8,75.0,249,2,0,6.3,0.0,120.3,3,19,8.57,7.8,7.11,9.03,8.26,10.4
677,SEA,2021-10-03,2,Sun,4,4,@,SFO,W 28-21,16,23,7,69.6,129,2,0,8.7,0.0,116.0,3,20,11.54,5.6,4.96,7.35,6.50,8.1
678,NYG,2021-10-03,2,Sun,4,4,@,NOR,W 27-21 (OT),28,40,12,70.0,402,2,1,5.0,2.5,108.5,0,0,0.00,10.1,10.05,9.93,9.93,14.4
679,DET,2021-10-03,2,Sun,4,4,@,CHI,L 14-24,24,38,14,63.2,261,2,0,5.3,0.0,105.0,4,38,9.52,6.9,6.21,7.92,7.17,10.9
680,IND,2021-10-03,2,Sun,4,4,@,MIA,W 27-17,24,32,8,75.0,210,2,0,6.3,0.0,115.1,2,18,5.88,6.6,6.18,7.81,7.35,8.8
681,PHI,2021-09-27,2,Mon,3,3,@,DAL,L 21-41,25,39,14,64.1,303,2,2,5.1,5.1,86.1,2,23,4.88,7.8,7.39,6.49,6.17,12.1
682,GNB,2021-09-26,2,Sun,3,3,@,SFO,W 30-28,23,33,10,69.7,253,2,0,6.1,0.0,113.3,1,8,2.94,7.7,7.44,8.88,8.62,11.0
683,ATL,2021-09-26,2,Sun,3,3,@,NYG,W 17-14,27,36,9,75.0,227,2,0,5.6,0.0,111.2,3,16,7.69,6.3,5.82,7.42,6.85,8.4
684,NOR,2021-09-26,2,Sun,3,3,@,NWE,W 28-13,13,21,8,61.9,110,2,0,9.5,0.0,110.8,3,18,12.50,5.2,4.58,7.14,6.25,8.5
685,WAS,2021-09-26,2,Sun,3,3,@,BUF,L 21-43,14,24,10,58.3,212,2,2,8.3,8.3,80.6,1,0,4.00,8.8,8.48,6.75,6.48,15.1
686,DET,2021-09-20,2,Mon,2,2,@,GNB,L 17-35,26,36,10,72.2,236,2,1,5.6,2.8,97.7,1,10,2.70,6.6,6.38,6.42,6.24,9.1
687,CIN,2021-09-19,2,Sun,2,2,@,CHI,L 17-20,19,30,11,63.3,179,2,3,6.7,10.0,66.2,5,28,14.29,6.0,5.11,2.80,2.40,9.4
688,DEN,2021-09-19,2,Sun,2,2,@,JAX,W 23-13,26,34,8,76.5,302,2,0,5.9,0.0,125.6,3,26,8.11,8.9,8.16,10.06,9.24,11.6
689,LAR,2021-09-19,2,Sun,2,2,@,IND,W 27-24,19,30,11,63.3,270,2,1,6.7,3.3,101.8,1,8,3.23,9.0,8.71,8.83,8.55,14.2
690,ATL,2021-09-19,2,Sun,2,2,@,TAM,L 25-48,35,48,13,72.9,293,2,3,4.2,6.3,76.7,1,7,2.04,6.1,5.98,4.13,4.04,8.4
691,HOU,2021-09-19,2,Sun,2,2,@,CLE,L 21-31,18,29,11,62.1,220,2,1,6.9,3.4,95.0,1,7,3.33,7.6,7.33,7.41,7.17,12.2
692,BUF,2021-09-19,2,Sun,2,2,@,MIA,W 35-0,17,33,16,51.5,171,2,1,6.1,3.0,75.2,1,8,2.94,5.2,5.03,5.03,4.88,10.1
693,LVR,2021-09-19,2,Sun,2,2,@,PIT,W 26-17,28,37,9,75.7,373,2,0,5.4,0.0,126.2,2,9,5.13,10.1,9.56,11.16,10.59,13.3
694,NYJ,2021-09-12,2,Sun,1,1,@,CAR,L 14-19,20,37,17,54.1,207,2,1,5.4,2.7,82.9,6,51,13.95,5.6,4.81,5.46,4.70,10.4
695,DEN,2021-09-12,2,Sun,1,1,@,NYG,W 27-13,28,36,8,77.8,255,2,0,5.6,0.0,115.7,2,9,5.26,7.1,6.71,8.19,7.76,9.1
696,MIN,2021-09-12,2,Sun,1,1,@,CIN,L 24-27 (OT),37,50,13,74.0,336,2,0,4.0,0.0,107.2,3,26,5.66,6.7,6.34,7.52,7.09,9.1
697,SFO,2021-09-12,2,Sun,1,1,@,DET,W 41-33,18,26,8,69.2,311,2,0,7.7,0.0,136.5,1,8,3.70,12.0,11.52,13.50,13.00,17.3
698,BUF,2021-01-24,2,Sun,3,20,@,KAN,L 24-38,28,48,20,58.3,234,2,1,4.2,2.1,80.8,4,53,7.69,4.9,4.50,4.77,4.40,8.4
699,TAM,2021-01-17,2,Sun,2,19,@,NOR,W 30-20,18,33,15,54.5,189,2,0,6.1,0.0,92.9,1,10,2.94,5.7,5.56,6.94,6.74,10.5
700,TAM,2021-01-09,2,Sat,1,18,@,WAS,W 31-23,22,40,18,55.0,365,2,0,5.0,0.0,104.3,3,16,6.98,9.1,8.49,10.13,9.42,16.6
701,IND,2021-01-09,2,Sat,1,18,@,BUF,L 24-27,27,46,19,58.7,309,2,0,4.3,0.0,93.5,0,0,0.00,6.7,6.72,7.59,7.59,11.4
702,ATL,2021-01-03,2,Sun,16,17,@,TAM,L 27-44,29,44,15,65.9,258,2,0,4.5,0.0,97.3,1,7,2.22,5.9,5.73,6.77,6.62,8.9
703,PIT,2021-01-03,2,Sun,16,17,@,CLE,L 22-24,26,44,18,59.1,309,2,1,4.5,2.3,87.0,1,8,2.22,7.0,6.87,6.91,6.76,11.9
704,SEA,2021-01-03,2,Sun,16,17,@,SFO,W 26-23,20,36,16,55.6,159,2,0,5.6,0.0,87.8,2,22,5.26,4.4,4.18,5.53,5.24,8.0
705,LVR,2021-01-03,2,Sun,16,17,@,DEN,W 32-31,24,38,14,63.2,359,2,2,5.3,5.3,91.0,3,12,7.32,9.4,8.76,8.13,7.54,15.0
706,WAS,2021-01-03,2,Sun,16,17,@,PHI,W 20-14,22,32,10,68.8,145,2,2,6.3,6.3,75.3,3,17,8.57,4.5,4.14,2.97,2.71,6.6
707,JAX,2021-01-03,2,Sun,16,17,@,IND,L 14-28,26,42,16,61.9,230,2,0,4.8,0.0,95.4,6,31,12.50,5.5,4.79,6.43,5.63,8.8
708,CIN,2020-12-27,2,Sun,15,16,@,HOU,W 37-31,29,38,9,76.3,371,2,0,5.3,0.0,123.9,0,0,0.00,9.8,9.76,10.82,10.82,12.8
709,ATL,2020-12-27,2,Sun,15,16,@,KAN,L 14-17,27,35,8,77.1,277,2,0,5.7,0.0,121.1,4,23,10.26,7.9,7.10,9.06,8.13,10.3
710,CHI,2020-12-27,2,Sun,15,16,@,JAX,W 41-17,24,36,12,66.7,263,2,1,5.6,2.8,95.3,1,2,2.70,7.3,7.11,7.17,6.97,11.0
711,MIA,2020-12-26,2,Sat,15,16,@,LVR,W 26-25,26,35,9,74.3,253,2,0,5.7,0.0,115.9,3,23,7.89,7.2,6.66,8.37,7.71,9.7
712,TAM,2020-12-20,2,Sun,14,15,@,ATL,W 31-27,31,45,14,68.9,365,2,0,4.4,0.0,110.4,3,25,6.25,8.1,7.60,9.00,8.44,11.8
713,CLE,2020-12-20,2,Sun,14,15,@,NYG,W 20-6,27,32,5,84.4,286,2,0,6.3,0.0,126.2,1,11,3.03,8.9,8.67,10.19,9.88,10.6
714,HOU,2020-12-20,2,Sun,14,15,@,IND,L 20-27,33,41,8,80.5,342,2,0,4.9,0.0,120.8,5,31,10.87,8.3,7.43,9.32,8.30,10.4
715,JAX,2020-12-20,2,Sun,14,15,@,BAL,L 14-40,22,29,7,75.9,205,2,0,6.9,0.0,120.8,5,21,14.71,7.1,6.03,8.45,7.21,9.3
716,BUF,2020-12-19,2,Sat,14,15,@,DEN,W 48-19,28,40,12,70.0,352,2,0,5.0,0.0,114.5,1,7,2.44,8.8,8.59,9.80,9.56,12.6
717,LAC,2020-12-17,2,Thu,14,15,@,LVR,W 30-27 (OT),22,32,10,68.8,306,2,0,6.3,0.0,121.1,1,8,3.03,9.6,9.27,10.81,10.48,13.9
718,ATL,2020-12-13,2,Sun,13,14,@,LAC,L 17-20,22,33,11,66.7,249,2,3,6.1,9.1,73.2,2,14,5.71,7.5,7.11,4.67,4.40,11.3
719,PIT,2020-12-13,2,Sun,13,14,@,BUF,L 15-26,21,37,16,56.8,177,2,2,5.4,5.4,65.9,1,10,2.63,4.8,4.66,3.43,3.34,8.4
720,KAN,2020-12-13,2,Sun,13,14,@,MIA,W 33-27,24,34,10,70.6,354,2,3,5.9,8.8,91.9,3,39,8.11,10.4,9.57,7.62,7.00,14.8
721,TEN,2020-12-13,2,Sun,13,14,@,JAX,W 31-10,19,24,5,79.2,205,2,0,8.3,0.0,131.2,1,7,4.00,8.5,8.20,10.21,9.80,10.8
722,NOR,2020-12-13,2,Sun,13,14,@,PHI,L 21-24,28,38,10,73.7,262,2,1,5.3,2.6,102.0,5,29,11.63,6.9,6.09,6.76,5.98,9.4
723,DAL,2020-12-13,2,Sun,13,14,@,CIN,W 30-7,16,23,7,69.6,171,2,0,8.7,0.0,122.6,2,14,8.00,7.4,6.84,9.17,8.44,10.7
724,IND,2020-12-13,2,Sun,13,14,@,LVR,W 44-27,19,28,9,67.9,244,2,0,7.1,0.0,118.7,0,0,0.00,8.7,8.71,10.14,10.14,12.8
725,DAL,2020-12-08,2,Tue,12,13,@,BAL,L 17-34,31,48,17,64.6,277,2,1,4.2,2.1,85.9,1,8,2.04,5.8,5.65,5.67,5.55,8.9
726,NWE,2020-12-06,2,Sun,12,13,@,LAC,W 45-0,14,22,8,63.6,126,2,0,9.1,0.0,110.0,1,4,4.35,5.7,5.48,7.55,7.22,9.0
727,DEN,2020-12-06,2,Sun,12,13,@,KAN,L 16-22,15,28,13,53.6,151,2,2,7.1,7.1,63.2,0,0,0.00,5.4,5.39,3.61,3.61,10.1
728,NOR,2020-12-06,2,Sun,12,13,@,ATL,W 21-16,27,37,10,73.0,217,2,0,5.4,0.0,107.0,2,15,5.13,5.9,5.56,6.95,6.59,8.0
729,IND,2020-12-06,2,Sun,12,13,@,HOU,W 26-20,27,35,8,77.1,262,2,0,5.7,0.0,119.3,3,23,7.89,7.5,6.89,8.63,7.95,9.7
730,CLE,2020-11-29,2,Sun,11,12,@,JAX,W 27-25,19,29,10,65.5,252,2,0,6.9,0.0,116.7,2,6,6.45,8.7,8.13,10.07,9.42,13.3
731,MIA,2020-11-29,2,Sun,11,12,@,NYJ,W 20-3,24,39,15,61.5,241,2,0,5.1,0.0,97.9,4,16,9.30,6.2,5.60,7.21,6.53,10.0
732,NYJ,2020-11-22,2,Sun,10,11,@,LAC,L 28-34,15,30,15,50.0,196,2,1,6.7,3.3,80.6,1,9,3.23,6.5,6.32,6.37,6.16,13.1
733,PIT,2020-11-22,2,Sun,10,11,@,JAX,W 27-3,32,46,14,69.6,267,2,1,4.3,2.2,89.7,0,0,0.00,5.8,5.80,5.70,5.70,8.3
734,KAN,2020-11-22,2,Sun,10,11,@,LVR,W 35-31,35,46,11,76.1,352,2,1,4.3,2.2,102.8,0,0,0.00,7.7,7.65,7.54,7.54,10.1
735,TEN,2020-11-22,2,Sun,10,11,@,BAL,W 30-24 (OT),23,32,9,71.9,250,2,1,6.3,3.1,104.4,2,16,5.88,7.8,7.35,7.66,7.21,10.9
736,PHI,2020-11-22,2,Sun,10,11,@,CLE,L 17-22,21,35,14,60.0,209,2,2,5.7,5.7,75.3,5,26,12.50,6.0,5.23,4.54,3.98,10.0
737,ARI,2020-11-19,2,Thu,10,11,@,SEA,L 21-28,29,42,13,69.0,257,2,0,4.8,0.0,102.2,3,12,6.67,6.1,5.71,7.07,6.60,8.9
738,MIN,2020-11-16,2,Mon,9,10,@,CHI,W 19-13,25,36,11,69.4,286,2,1,5.6,2.8,100.7,1,6,2.70,7.9,7.73,7.81,7.59,11.4
739,LAC,2020-11-15,2,Sun,9,10,@,MIA,L 21-29,20,32,12,62.5,174,2,1,6.3,3.1,86.3,2,13,5.88,5.4,5.12,5.28,4.97,8.7
740,BAL,2020-11-15,2,Sun,9,10,@,NWE,L 17-23,24,34,10,70.6,242,2,1,5.9,2.9,98.8,2,7,5.56,7.1,6.72,6.97,6.58,10.1
741,CAR,2020-11-08,2,Sun,9,9,@,KAN,L 31-33,37,50,13,74.0,331,2,0,4.0,0.0,105.2,2,7,3.85,6.6,6.37,7.42,7.13,8.9
742,DEN,2020-11-08,2,Sun,8,9,@,ATL,L 27-34,25,48,23,52.1,302,2,1,4.2,2.1,77.9,1,11,2.04,6.3,6.16,6.19,6.06,12.1
743,HOU,2020-11-08,2,Sun,8,9,@,JAX,W 27-25,19,32,13,59.4,267,2,0,6.3,0.0,109.0,2,14,5.88,8.3,7.85,9.59,9.03,14.1
744,SEA,2020-11-08,2,Sun,8,9,@,BUF,L 34-44,28,41,13,68.3,362,2,2,4.9,4.9,94.6,5,28,10.87,8.8,7.87,7.61,6.78,12.9
745,CHI,2020-11-08,2,Sun,9,9,@,TEN,L 17-24,36,52,16,69.2,319,2,0,3.8,0.0,99.4,3,16,5.45,6.1,5.80,6.90,6.53,8.9
746,DET,2020-11-08,2,Sun,8,9,@,MIN,L 20-34,31,45,14,68.9,292,2,3,4.4,6.7,74.8,2,13,4.26,6.5,6.21,4.38,4.19,9.4
747,LVR,2020-11-08,2,Sun,8,9,@,LAC,W 31-26,13,23,10,56.5,160,2,0,8.7,0.0,108.1,1,5,4.17,7.0,6.67,8.70,8.33,12.3
748,MIA,2020-11-08,2,Sun,8,9,@,ARI,W 34-31,20,28,8,71.4,221,2,0,7.1,0.0,122.3,3,27,9.68,7.9,7.13,9.32,8.42,11.1
749,TAM,2020-11-02,2,Mon,8,8,@,NYG,W 25-23,28,40,12,70.0,263,2,0,5.0,0.0,106.1,2,16,4.76,6.6,6.26,7.58,7.21,9.4
750,PIT,2020-11-01,2,Sun,7,8,@,BAL,W 28-24,21,32,11,65.6,173,2,0,6.3,0.0,101.3,2,9,5.88,5.4,5.09,6.66,6.26,8.2
751,TEN,2020-11-01,2,Sun,7,8,@,CIN,L 20-31,18,30,12,60.0,223,2,1,6.7,3.3,92.8,1,10,3.23,7.4,7.19,7.27,7.03,12.4
752,NOR,2020-11-01,2,Sun,7,8,@,CHI,W 26-23 (OT),31,41,10,75.6,272,2,0,4.9,0.0,109.8,1,8,2.38,6.6,6.48,7.61,7.43,8.8
753,SFO,2020-11-01,2,Sun,8,8,@,SEA,L 27-37,29,41,12,70.7,299,2,1,4.9,2.4,99.8,3,23,6.82,7.3,6.80,7.17,6.68,10.3
754,CAR,2020-10-25,2,Sun,7,7,@,NOR,L 24-27,23,28,5,82.1,246,2,0,7.1,0.0,128.3,1,8,3.45,8.8,8.48,10.21,9.86,10.7
755,PIT,2020-10-25,2,Sun,6,7,@,TEN,W 27-24,32,49,17,65.3,268,2,3,4.1,6.1,67.4,0,0,0.00,5.5,5.47,3.53,3.53,8.4
756,JAX,2020-10-25,2,Sun,7,7,@,LAC,L 29-39,14,27,13,51.9,154,2,0,7.4,0.0,96.7,5,19,15.63,5.7,4.81,7.19,6.06,11.0
757,NYG,2020-10-22,2,Thu,7,7,@,PHI,L 21-22,20,30,10,66.7,165,2,1,6.7,3.3,91.9,3,22,9.09,5.5,5.00,5.33,4.85,8.3
758,ARI,2020-10-19,2,Mon,6,6,@,DAL,W 38-10,9,24,15,37.5,177,2,0,8.3,0.0,93.7,1,11,4.00,7.4,7.08,9.04,8.68,19.7
759,KAN,2020-10-19,2,Mon,6,6,@,BUF,W 26-17,21,26,5,80.8,221,2,0,7.7,0.0,128.4,1,4,3.70,8.5,8.19,10.04,9.67,10.5
760,LAR,2020-10-18,2,Sun,6,6,@,SFO,L 16-24,19,38,19,50.0,198,2,1,5.3,2.6,72.0,0,0,0.00,5.2,5.21,5.08,5.08,10.4
761,WAS,2020-10-18,2,Sun,6,6,@,NYG,L 19-20,31,42,11,73.8,251,2,1,4.8,2.4,97.3,3,29,6.67,6.0,5.58,5.86,5.47,8.1
762,BUF,2020-10-13,2,Tue,5,5,@,TEN,L 16-42,29,46,17,63.0,275,2,2,4.3,4.3,76.8,1,10,2.13,6.0,5.85,4.89,4.79,9.5
763,CAR,2020-10-11,2,Sun,5,5,@,ATL,W 23-16,27,36,9,75.0,313,2,0,5.6,0.0,119.3,0,0,0.00,8.7,8.69,9.81,9.81,11.6
764,LAR,2020-10-11,2,Sun,5,5,@,WAS,W 30-10,21,30,9,70.0,300,2,1,6.7,3.3,111.7,1,9,3.23,10.0,9.68,9.83,9.52,14.3
765,MIN,2020-10-11,2,Sun,5,5,@,SEA,L 26-27,27,39,12,69.2,248,2,1,5.1,2.6,92.8,3,1,7.14,6.4,5.90,6.23,5.79,9.2
766,PHI,2020-10-11,2,Sun,5,5,@,PIT,L 29-38,21,36,15,58.3,242,2,2,5.6,5.6,78.0,5,34,12.20,6.7,5.90,5.33,4.68,11.5
